src_ip,dst_ip,src_port,dst_port,protocol,duration_sec,fwd_packets,bwd_packets,total_packets,packet_size_mean,packet_size_min,packet_size_max,packet_size_std,flow_bytes_per_sec,flow_packets_per_sec,syn_flag,ack_flag,rst_flag,fin_flag,psh_flag,label,is_attack
192.168.1.22,10.0.0.2,43388,22,TCP,7.8328,4,92,96,321.55,92.5,550.61,114.53,3941.01,12.26,0,1,0,0,0,Normal,0
192.168.1.226,10.0.0.17,21502,80,TCP,1.6565,845,4,849,90.0,54.0,200.0,24.81,46128.18,512.51,1,0,0,0,0,DoS,1
192.168.1.93,10.0.0.31,50330,53,TCP,0.7835,61,19,80,328.49,176.3,480.69,76.1,33539.48,102.1,0,1,0,0,1,Normal,0
192.168.1.190,10.0.0.44,14442,191,TCP,0.0184,1,1,2,50.32,40.0,60.0,2.26,5479.21,108.89,1,0,1,0,0,PortScan,1
192.168.1.36,10.0.0.12,45176,22,TCP,0.3497,33,85,118,438.59,291.09,586.09,73.75,147990.98,337.43,0,1,0,0,0,Normal,0
192.168.1.230,10.0.0.23,55696,80,TCP,2.2002,14,36,50,559.0,299.96,818.04,129.52,12703.58,22.73,0,1,0,0,1,Normal,0
192.168.1.170,10.0.0.31,27526,22,TCP,0.9766,38,67,105,415.97,227.51,604.43,94.23,44724.87,107.52,0,1,0,1,0,Normal,0
192.168.1.224,10.0.0.17,18153,381,TCP,0.0292,1,1,2,40.0,40.0,60.0,2.15,2701.43,68.57,1,0,1,0,0,PortScan,1
192.168.1.202,10.0.0.8,15985,443,TCP,92.4074,12,7,19,186.35,50.0,400.0,14.16,38.32,0.21,1,1,0,0,1,Botnet,1
192.168.1.222,10.0.0.49,24579,80,TCP,0.2145,39,27,66,771.17,500.34,1042.0,135.42,237278.69,307.69,0,1,0,0,0,Normal,0
192.168.1.112,10.0.0.38,58223,80,TCP,0.1501,4758,3,4761,45.39,40.0,128.0,7.37,1439924.02,31726.76,1,0,0,0,0,DDoS,1
192.168.1.104,10.0.0.39,28552,3389,TCP,1.5386,54,56,110,404.34,60.0,600.0,32.77,28908.1,71.49,1,1,0,0,1,Brute Force,1
192.168.1.94,10.0.0.25,28150,80,TCP,0.0283,4830,7,4837,57.23,40.0,128.0,4.72,9771384.77,170737.71,1,0,0,0,0,DDoS,1
192.168.1.2,10.0.0.8,14431,80,TCP,2.9531,88,46,134,486.02,277.58,694.45,104.22,22053.2,45.38,0,1,0,0,1,Normal,0
192.168.1.37,10.0.0.4,51866,8080,UDP,3.8018,98,85,183,399.29,145.62,652.96,126.83,19220.11,48.14,0,1,0,0,0,Normal,0
192.168.1.184,10.0.0.20,44060,8080,TCP,1.2131,81,25,106,678.77,404.44,953.1,137.16,59308.88,87.38,0,1,0,0,1,Normal,0
192.168.1.239,10.0.0.11,55606,443,TCP,40.6759,8,23,31,159.64,50.0,400.0,5.95,121.67,0.76,1,1,0,0,0,Botnet,1
192.168.1.249,10.0.0.39,26242,8080,TCP,68.279,6,11,17,189.13,50.0,400.0,6.93,47.09,0.25,1,1,0,0,0,Botnet,1
192.168.1.94,10.0.0.45,37852,443,TCP,0.0167,2189,4,2193,71.42,40.0,128.0,9.84,9395347.65,131553.93,1,0,0,0,0,DDoS,1
192.168.1.159,10.0.0.4,54570,8080,UDP,1.1847,74,118,192,567.65,331.67,803.63,117.99,91995.11,162.06,0,1,0,0,0,Normal,0
192.168.1.94,10.0.0.36,18695,8080,TCP,0.4683,31,87,118,658.84,381.38,936.29,138.73,166010.35,251.98,0,1,0,1,1,Normal,0
192.168.1.180,10.0.0.5,10070,80,TCP,12.9537,311,0,311,148.76,54.0,200.0,6.92,3571.63,24.01,1,0,0,0,0,DoS,1
192.168.1.155,10.0.0.24,8631,6667,TCP,20.158,6,29,35,233.83,50.0,400.0,15.09,406.0,1.74,1,1,0,0,1,Botnet,1
192.168.1.229,10.0.0.36,6379,8080,TCP,54.1696,12,6,18,181.06,50.0,400.0,15.84,60.16,0.33,1,1,0,0,0,Botnet,1
192.168.1.24,10.0.0.4,21919,21,TCP,1.5263,71,65,136,391.99,60.0,600.0,22.18,34929.01,89.11,1,1,1,0,1,Brute Force,1
192.168.1.201,10.0.0.8,33791,443,UDP,0.2156,972,4,976,61.2,40.0,128.0,8.7,277099.14,4527.71,1,0,0,0,0,DDoS,1
192.168.1.13,10.0.0.8,49343,443,ICMP,0.2046,16,116,132,453.08,295.82,610.33,78.63,292302.04,645.15,0,1,0,0,1,Normal,0
192.168.1.124,10.0.0.20,2079,22,TCP,2.7424,93,2,95,379.59,172.47,586.71,103.56,13149.64,34.64,0,1,0,0,0,Normal,0
192.168.1.176,10.0.0.22,4068,6667,TCP,11.0832,11,21,32,185.2,50.0,400.0,17.3,534.72,2.89,1,1,0,0,0,Botnet,1
192.168.1.88,10.0.0.35,55200,443,TCP,0.0243,4914,6,4920,68.4,40.0,128.0,7.57,13828217.51,202164.44,1,0,0,0,0,DDoS,1
192.168.1.43,10.0.0.30,60944,22,ICMP,0.7014,37,74,111,303.76,86.17,521.36,108.8,48074.57,158.26,0,1,0,1,0,Normal,0
192.168.1.69,10.0.0.23,50035,8080,TCP,9.4324,76,89,165,481.23,289.19,673.27,96.02,8418.11,17.49,1,1,0,0,0,Normal,0
192.168.1.69,10.0.0.29,47218,80,TCP,0.1466,3381,9,3390,50.63,40.0,128.0,7.93,1170986.31,23128.65,1,0,0,0,0,DDoS,1
192.168.1.17,10.0.0.44,6765,22,TCP,0.9229,40,74,114,431.81,254.05,609.56,88.88,53340.26,123.53,0,1,0,0,1,Normal,0
192.168.1.26,10.0.0.33,28282,443,TCP,4.6641,52,99,151,449.02,206.65,691.4,121.19,14536.96,32.37,0,1,0,0,1,Normal,0
192.168.1.134,10.0.0.5,13404,53,TCP,0.9488,62,52,114,518.92,294.66,743.17,112.13,62350.63,120.16,0,1,0,1,0,Normal,0
192.168.1.188,10.0.0.5,55143,80,TCP,12.3002,1499,2,1501,104.32,54.0,200.0,8.63,12730.24,122.03,1,0,0,0,0,DoS,1
192.168.1.75,10.0.0.35,52394,443,TCP,0.3158,4776,2,4778,61.84,40.0,128.0,5.33,935496.92,15127.95,1,0,0,0,0,DDoS,1
192.168.1.104,10.0.0.32,50018,8080,TCP,0.6416,69,29,98,390.02,141.35,638.68,124.33,59568.51,152.73,0,1,0,0,0,Normal,0
192.168.1.9,10.0.0.34,1586,80,TCP,1.72,571,0,571,107.94,54.0,200.0,5.04,35832.64,331.97,1,0,0,0,0,DoS,1
192.168.1.94,10.0.0.11,29088,80,TCP,6.9771,11,32,43,598.55,331.47,865.63,133.54,3688.86,6.16,0,1,0,0,0,Normal,0
192.168.1.209,10.0.0.9,7068,53,TCP,2.9768,36,34,70,491.8,279.14,704.46,106.33,11564.82,23.52,0,1,0,0,0,Normal,0
192.168.1.11,10.0.0.21,61190,80,TCP,8.1514,512,3,515,137.97,54.0,200.0,19.63,8717.02,63.18,1,0,0,0,0,DoS,1
192.168.1.49,10.0.0.21,3794,443,TCP,0.7794,1069,5,1074,59.01,40.0,128.0,4.08,81320.75,1378.02,1,0,0,0,0,DDoS,1
192.168.1.26,10.0.0.43,9274,3389,TCP,2.4036,78,20,98,316.5,60.0,600.0,10.14,12904.3,40.77,1,1,0,1,1,Brute Force,1
192.168.1.94,10.0.0.33,44090,443,TCP,0.3247,1609,1,1610,76.47,40.0,128.0,5.08,379149.81,4958.1,1,0,0,0,0,DDoS,1
192.168.1.132,10.0.0.38,33666,80,TCP,0.1091,2415,1,2416,72.68,40.0,128.0,2.84,1609407.17,22143.54,1,0,0,0,0,DDoS,1
192.168.1.193,10.0.0.27,60688,80,TCP,1.0925,57,32,89,623.76,574.72,672.79,24.52,50815.96,81.47,0,1,0,0,0,Normal,0
192.168.1.234,10.0.0.8,53881,53,TCP,0.2805,75,94,169,505.33,329.96,680.7,87.69,304483.56,602.55,0,1,0,0,0,Normal,0
192.168.1.98,10.0.0.35,30984,53,TCP,1.0989,12,77,89,546.14,272.78,819.5,136.68,44232.88,80.99,0,1,0,1,0,Normal,0
192.168.1.38,10.0.0.13,9084,443,UDP,0.6823,46,104,150,591.92,427.27,756.57,82.32,130137.65,219.86,0,1,0,0,1,Normal,0
192.168.1.151,10.0.0.39,23794,80,TCP,46.7066,164,234,398,707.34,64.0,1460.0,145.99,6027.41,8.52,1,1,0,1,1,Infiltration,1
192.168.1.59,10.0.0.19,14587,53,UDP,5.1424,92,59,151,513.41,250.39,776.43,131.51,15075.51,29.36,0,1,0,0,0,Normal,0
192.168.1.111,10.0.0.38,59485,6667,TCP,100.7839,20,28,48,249.88,50.0,400.0,14.29,119.01,0.48,1,1,0,0,1,Botnet,1
192.168.1.110,10.0.0.43,38398,443,UDP,0.5759,958,0,958,61.59,40.0,128.0,5.16,102449.67,1663.4,1,0,0,0,0,DDoS,1
192.168.1.108,10.0.0.49,49836,3389,TCP,0.5667,45,67,112,380.9,60.0,600.0,12.94,75281.28,197.64,1,1,0,1,1,Brute Force,1
192.168.1.117,10.0.0.10,57424,22,TCP,4.5801,20,108,128,558.1,286.14,830.06,135.98,15597.44,27.95,0,1,0,1,1,Normal,0
192.168.1.145,10.0.0.17,3284,443,TCP,0.2985,665,8,673,69.17,40.0,128.0,2.02,155979.89,2254.95,1,0,0,0,0,DDoS,1
192.168.1.53,10.0.0.32,61134,443,TCP,2.2731,31,99,130,664.02,579.62,748.42,42.2,37975.09,57.19,0,1,0,0,1,Normal,0
192.168.1.46,10.0.0.25,65163,80,TCP,0.8458,93,23,116,414.83,217.27,612.4,98.78,56892.87,137.15,0,1,0,1,1,Normal,0
192.168.1.252,10.0.0.37,32613,80,TCP,3.2144,320,4,324,125.63,54.0,200.0,14.98,12663.53,100.8,1,0,0,0,0,DoS,1
192.168.1.171,10.0.0.46,56333,8080,UDP,0.6871,8,38,46,519.32,380.53,658.11,69.39,34770.07,66.95,0,1,0,0,0,Normal,0
192.168.1.61,10.0.0.27,16635,53,TCP,3.6751,4,97,101,317.3,128.63,505.98,94.34,8720.13,27.48,0,1,0,0,0,Normal,0
192.168.1.229,10.0.0.41,15364,80,TCP,0.0838,2804,5,2809,57.29,40.0,128.0,8.76,1919883.75,33513.57,1,0,1,0,0,DDoS,1
192.168.1.207,10.0.0.46,40575,53,TCP,2.866,80,63,143,528.21,293.9,762.51,117.15,26354.71,49.89,0,1,0,0,1,Normal,0
192.168.1.226,10.0.0.47,14477,648,TCP,0.0162,1,1,2,46.17,40.0,60.0,3.18,5707.65,123.63,1,0,1,0,0,PortScan,1
192.168.1.142,10.0.0.10,32183,56,TCP,0.0372,2,0,2,42.79,40.0,60.0,4.22,2300.02,53.75,1,0,0,0,0,PortScan,1
192.168.1.222,10.0.0.24,45740,735,TCP,0.0382,2,0,2,45.77,40.0,60.0,0.51,2396.99,52.38,1,0,1,0,0,PortScan,1
192.168.1.176,10.0.0.17,38198,80,ICMP,0.157,17,13,30,528.21,474.58,581.83,26.81,100919.33,191.06,1,1,0,0,1,Normal,0
192.168.1.251,10.0.0.40,64981,8080,ICMP,0.8123,10,25,35,530.93,291.83,770.03,119.55,22875.74,43.09,0,1,0,0,0,Normal,0
192.168.1.117,10.0.0.41,49104,424,TCP,0.0471,2,0,2,45.24,40.0,60.0,1.44,1920.21,42.45,1,0,1,0,0,PortScan,1
192.168.1.89,10.0.0.22,43456,80,TCP,5.1837,52,80,132,594.7,381.77,807.63,106.47,15143.69,25.46,0,1,0,0,0,Normal,0
192.168.1.153,10.0.0.18,42324,80,TCP,40.8424,233,110,343,726.32,64.0,1460.0,153.2,6099.76,8.4,1,1,0,1,1,Infiltration,1
192.168.1.70,10.0.0.45,23087,4444,TCP,57.5755,131,138,269,878.66,64.0,1460.0,117.85,4105.22,4.67,1,1,0,1,1,Infiltration,1
192.168.1.63,10.0.0.22,60964,8080,TCP,21.8571,14,20,34,195.59,50.0,400.0,15.46,304.26,1.56,1,1,0,0,0,Botnet,1
192.168.1.22,10.0.0.32,47128,8080,TCP,1.3358,44,42,86,375.56,289.64,461.49,42.96,24178.93,64.38,0,1,0,1,1,Normal,0
192.168.1.149,10.0.0.6,16471,53,TCP,2.3586,37,39,76,542.19,290.07,794.31,126.06,17470.47,32.22,1,1,0,0,1,Normal,0
192.168.1.94,10.0.0.46,9578,8080,TCP,17.2483,19,18,37,200.61,50.0,400.0,10.35,430.33,2.15,1,1,0,0,0,Botnet,1
192.168.1.216,10.0.0.30,1075,80,TCP,2.7688,53,108,161,530.95,414.83,647.06,58.06,30872.95,58.15,0,1,0,0,0,Normal,0
192.168.1.221,10.0.0.17,47069,22,TCP,0.6536,68,115,183,536.54,451.61,621.48,42.47,150214.66,279.97,0,0,0,0,1,Normal,0
192.168.1.74,10.0.0.37,5680,80,TCP,0.1371,906,1,907,59.05,40.0,128.0,7.87,390637.9,6615.71,1,0,0,0,0,DDoS,1
192.168.1.176,10.0.0.4,18130,412,TCP,0.0015,2,1,3,44.96,40.0,60.0,2.71,91918.07,2044.42,1,0,1,0,0,PortScan,1
192.168.1.10,10.0.0.18,55669,80,TCP,3.5768,1153,1,1154,132.21,54.0,200.0,22.59,42654.92,322.64,1,0,0,0,0,DoS,1
192.168.1.218,10.0.0.23,21608,443,TCP,0.2145,1159,8,1167,72.24,40.0,128.0,9.94,393087.15,5441.33,1,0,0,0,0,DDoS,1
192.168.1.191,10.0.0.15,64139,443,ICMP,0.357,16,47,63,492.3,410.42,574.19,40.94,86866.93,176.45,1,1,0,0,1,Normal,0
192.168.1.53,10.0.0.35,10328,443,UDP,0.0701,745,9,754,47.79,40.0,128.0,8.28,513915.44,10753.64,1,0,0,0,0,DDoS,1
192.168.1.139,10.0.0.28,26254,80,TCP,38.2343,73,116,189,595.33,64.0,1460.0,112.72,2942.82,4.94,1,1,0,1,1,Infiltration,1
192.168.1.133,10.0.0.14,25697,8080,TCP,6.6503,2,61,63,720.71,481.03,960.38,119.84,6827.4,9.47,1,1,0,0,0,Normal,0
192.168.1.133,10.0.0.27,22636,443,TCP,1.5217,7,20,27,384.63,335.37,433.89,24.63,6824.7,17.74,0,1,0,0,1,Normal,0
192.168.1.16,10.0.0.24,46614,8080,TCP,99.1804,14,19,33,155.13,50.0,400.0,5.9,51.62,0.33,1,1,0,0,0,Botnet,1
192.168.1.75,10.0.0.20,12443,80,TCP,1.8032,246,4,250,119.63,54.0,200.0,23.09,16585.92,138.64,1,0,0,0,0,DoS,1
192.168.1.14,10.0.0.14,6698,80,TCP,1.9691,1010,0,1010,147.84,54.0,200.0,11.31,75832.04,512.92,1,0,0,0,0,DoS,1
192.168.1.215,10.0.0.38,5670,80,TCP,2.0416,1423,1,1424,66.89,54.0,200.0,18.17,46651.35,697.48,1,0,0,0,0,DoS,1
192.168.1.141,10.0.0.3,6217,80,TCP,1.2798,72,109,181,492.25,332.79,651.72,79.73,69617.7,141.43,0,1,0,1,1,Normal,0
192.168.1.109,10.0.0.38,26303,53,UDP,3.3146,99,109,208,608.83,493.56,724.1,57.63,38205.94,62.75,0,1,0,1,1,Normal,0
192.168.1.34,10.0.0.45,34300,22,TCP,2.7517,55,31,86,407.8,60.0,600.0,31.8,12745.19,31.25,1,1,1,1,1,Brute Force,1
192.168.1.52,10.0.0.25,49815,21,TCP,1.2103,32,41,73,402.61,60.0,600.0,32.3,24284.19,60.32,1,1,0,0,1,Brute Force,1
192.168.1.73,10.0.0.10,28742,8080,TCP,53.0201,29,15,44,205.41,50.0,400.0,13.99,170.46,0.83,1,1,0,0,0,Botnet,1
192.168.1.16,10.0.0.3,16956,115,TCP,0.0025,1,1,2,40.74,40.0,60.0,3.8,32488.67,797.45,1,0,1,0,0,PortScan,1
192.168.1.250,10.0.0.48,61611,8080,TCP,0.6483,82,79,161,458.96,363.48,554.43,47.74,113978.85,248.34,0,1,0,0,1,Normal,0
192.168.1.223,10.0.0.22,14494,80,UDP,0.8156,23,22,45,638.98,393.07,884.89,122.95,35253.28,55.17,0,1,0,0,0,Normal,0
192.168.1.232,10.0.0.23,15883,3389,TCP,2.262,35,40,75,333.53,60.0,600.0,33.15,11058.74,33.16,1,1,0,1,1,Brute Force,1
192.168.1.117,10.0.0.27,50716,80,TCP,0.1304,3338,4,3342,58.21,40.0,128.0,2.05,1492007.04,25629.58,1,0,0,0,0,DDoS,1
192.168.1.228,10.0.0.33,17593,80,TCP,12.3078,1396,1,1397,105.11,54.0,200.0,13.07,11930.73,113.51,1,0,0,0,0,DoS,1
192.168.1.195,10.0.0.21,45678,21,TCP,0.8164,48,43,91,435.71,60.0,600.0,32.91,48568.39,111.47,1,1,0,0,1,Brute Force,1
192.168.1.51,10.0.0.47,41415,8080,TCP,34.0674,13,12,25,213.49,50.0,400.0,14.08,156.67,0.73,1,1,0,0,0,Botnet,1
192.168.1.79,10.0.0.15,55840,22,TCP,0.326,37,8,45,400.34,210.3,590.37,95.02,55256.04,138.02,0,0,0,1,0,Normal,0
192.168.1.105,10.0.0.24,3401,53,UDP,1.317,62,71,133,545.71,489.7,601.71,28.0,55107.39,100.98,0,0,0,1,1,Normal,0
192.168.1.193,10.0.0.14,2973,8080,TCP,0.226,14,35,49,650.15,464.6,835.71,92.78,140950.39,216.8,0,0,0,0,0,Normal,0
192.168.1.171,10.0.0.19,45087,80,UDP,0.0227,1536,6,1542,65.23,40.0,128.0,4.78,4440322.76,68074.63,1,0,0,0,0,DDoS,1
192.168.1.175,10.0.0.42,50938,443,TCP,4.6131,47,119,166,510.24,255.95,764.52,127.14,18360.59,35.98,0,1,0,0,0,Normal,0
192.168.1.158,10.0.0.24,1534,8080,TCP,0.7348,6,104,110,478.77,341.65,615.9,68.56,71668.8,149.69,0,1,0,0,0,Normal,0
192.168.1.191,10.0.0.16,19385,22,UDP,1.5002,5,57,62,431.39,343.37,519.42,44.01,17828.43,41.33,0,1,0,1,0,Normal,0
192.168.1.117,10.0.0.10,10439,80,TCP,0.2952,56,77,133,597.77,354.83,840.71,121.47,269359.53,450.61,0,1,0,0,1,Normal,0
192.168.1.137,10.0.0.13,42265,443,TCP,0.2736,2987,5,2992,61.66,40.0,128.0,2.94,674396.17,10936.85,1,0,0,0,0,DDoS,1
192.168.1.96,10.0.0.18,17887,22,TCP,1.5665,20,45,65,445.19,245.23,645.14,99.98,18472.54,41.49,1,1,0,0,1,Normal,0
192.168.1.135,10.0.0.26,45883,53,TCP,1.351,99,7,106,515.92,302.34,729.49,106.79,40478.13,78.46,0,1,0,0,1,Normal,0
192.168.1.105,10.0.0.34,65057,3389,TCP,2.911,76,49,125,398.88,60.0,600.0,17.98,17128.47,42.94,1,1,0,1,1,Brute Force,1
192.168.1.14,10.0.0.29,14304,8080,TCP,0.5662,99,8,107,441.78,200.68,682.89,120.55,83485.47,188.97,1,0,0,0,0,Normal,0
192.168.1.235,10.0.0.24,8718,53,UDP,1.597,54,26,80,591.34,413.12,769.55,89.11,29621.82,50.09,0,1,0,0,1,Normal,0
192.168.1.16,10.0.0.2,37724,22,TCP,0.5605,87,78,165,583.9,376.52,791.28,103.69,171887.51,294.38,0,1,0,0,1,Normal,0
192.168.1.12,10.0.0.32,29439,80,TCP,3.3382,534,3,537,123.95,54.0,200.0,14.17,19939.44,160.87,1,0,0,0,0,DoS,1
192.168.1.158,10.0.0.5,63247,22,TCP,7.6792,18,41,59,748.42,680.36,816.48,34.03,5750.15,7.68,1,1,0,0,1,Normal,0
192.168.1.122,10.0.0.16,56815,80,TCP,0.1129,3886,4,3890,47.38,40.0,128.0,4.3,1631924.24,34444.15,1,0,0,0,0,DDoS,1
192.168.1.226,10.0.0.2,56218,53,TCP,2.4981,95,111,206,586.36,470.3,702.42,58.03,48352.67,82.46,0,1,0,0,1,Normal,0
192.168.1.212,10.0.0.43,32481,22,UDP,4.2252,63,8,71,397.12,211.42,582.81,92.85,6673.11,16.8,0,1,0,0,1,Normal,0
192.168.1.151,10.0.0.14,43840,8080,TCP,9.4316,67,49,116,413.86,255.27,572.45,79.3,5090.08,12.3,0,1,0,0,1,Normal,0
192.168.1.35,10.0.0.9,37558,53,UDP,0.2041,79,41,120,583.08,319.71,846.45,131.69,342819.7,587.95,0,1,0,0,1,Normal,0
192.168.1.54,10.0.0.25,19931,443,UDP,0.1504,4409,1,4410,64.99,40.0,128.0,3.49,1905850.18,29323.87,1,0,1,0,0,DDoS,1
192.168.1.252,10.0.0.10,42430,80,TCP,11.8837,512,4,516,129.16,54.0,200.0,21.72,5608.18,43.42,1,0,0,0,0,DoS,1
192.168.1.35,10.0.0.49,18699,80,TCP,7.4814,146,160,306,587.57,64.0,1460.0,155.82,24032.41,40.9,1,1,0,1,1,Infiltration,1
192.168.1.103,10.0.0.33,8418,80,UDP,1.5545,6,78,84,553.6,502.85,604.36,25.38,29914.3,54.04,0,0,0,0,1,Normal,0
192.168.1.105,10.0.0.48,39539,22,TCP,6.1444,24,23,47,560.7,422.37,699.03,69.17,4288.91,7.65,0,1,0,0,1,Normal,0
192.168.1.71,10.0.0.17,15873,22,TCP,2.4992,25,19,44,263.02,60.0,600.0,31.13,4630.67,17.61,1,1,1,0,1,Brute Force,1
192.168.1.113,10.0.0.2,53079,22,TCP,10.7702,9,56,65,505.83,241.67,769.99,132.08,3052.78,6.04,1,1,0,0,1,Normal,0
192.168.1.194,10.0.0.39,63625,53,ICMP,3.022,56,21,77,539.6,320.3,758.9,109.65,13748.87,25.48,0,1,0,0,1,Normal,0
192.168.1.184,10.0.0.49,61841,22,TCP,2.0085,70,75,145,315.53,142.55,488.51,86.49,22778.67,72.19,0,1,0,0,0,Normal,0
192.168.1.126,10.0.0.3,56176,443,TCP,1.8187,43,21,64,357.82,285.03,430.62,36.4,12591.99,35.19,1,1,0,0,0,Normal,0
192.168.1.202,10.0.0.7,28049,5555,TCP,47.3043,89,56,145,697.71,64.0,1460.0,194.0,2138.67,3.07,1,1,0,1,1,Infiltration,1
192.168.1.94,10.0.0.43,25040,3389,TCP,0.9305,20,59,79,300.15,60.0,600.0,35.66,25483.7,84.9,1,1,0,0,1,Brute Force,1
192.168.1.230,10.0.0.21,58370,80,TCP,4.9488,1010,2,1012,92.01,54.0,200.0,23.69,18816.18,204.49,1,0,0,0,0,DoS,1
192.168.1.142,10.0.0.49,47688,80,TCP,0.4024,82,57,139,638.81,409.4,868.21,114.7,220638.76,345.39,0,1,0,1,1,Normal,0
192.168.1.229,10.0.0.11,64645,53,UDP,4.5071,63,53,116,628.02,548.23,707.81,39.9,16163.3,25.74,0,1,0,1,0,Normal,0
192.168.1.249,10.0.0.49,29040,8080,TCP,0.5417,68,87,155,558.39,282.07,834.71,138.16,159762.43,286.11,1,0,0,0,0,Normal,0
192.168.1.113,10.0.0.39,57170,8080,TCP,2.6165,69,34,103,675.12,559.36,790.88,57.88,26576.7,39.37,1,1,0,0,1,Normal,0
192.168.1.141,10.0.0.28,23913,53,TCP,0.4269,29,24,53,714.39,578.93,849.86,67.73,88685.52,124.14,0,1,0,0,1,Normal,0
192.168.1.241,10.0.0.14,48469,80,TCP,6.9972,1337,3,1340,110.09,54.0,200.0,14.85,21083.82,191.51,1,0,0,0,0,DoS,1
192.168.1.147,10.0.0.32,39021,80,TCP,0.0545,4315,6,4321,55.75,40.0,128.0,7.94,4422524.99,79322.28,1,0,0,0,0,DDoS,1
192.168.1.213,10.0.0.39,8920,22,TCP,1.6117,16,60,76,384.94,166.22,603.67,109.36,18151.95,47.15,0,1,0,0,0,Normal,0
192.168.1.134,10.0.0.6,24895,506,TCP,0.0152,2,1,3,52.35,40.0,60.0,1.91,10351.96,197.76,1,0,1,0,0,PortScan,1
192.168.1.106,10.0.0.5,3043,80,TCP,6.1736,372,3,375,128.37,54.0,200.0,6.6,7797.39,60.74,1,0,0,0,0,DoS,1
192.168.1.94,10.0.0.37,41277,80,UDP,0.5561,2780,3,2783,76.22,40.0,128.0,5.21,381482.75,5004.89,1,0,0,0,0,DDoS,1
192.168.1.115,10.0.0.46,10494,443,UDP,0.1805,1987,5,1992,80.07,40.0,128.0,9.12,883604.24,11035.98,1,0,0,0,0,DDoS,1
192.168.1.231,10.0.0.4,62947,80,UDP,0.8701,32,22,54,514.17,279.68,748.65,117.24,31908.92,62.06,0,1,0,1,0,Normal,0
192.168.1.108,10.0.0.5,36133,53,TCP,2.1242,43,53,96,657.28,460.72,853.84,98.28,29704.34,45.19,0,1,0,1,0,Normal,0
192.168.1.53,10.0.0.19,9487,443,TCP,11.4172,4,92,96,471.7,196.5,746.9,137.6,3966.23,8.41,0,1,0,1,1,Normal,0
192.168.1.129,10.0.0.38,22404,80,TCP,7.4024,1240,1,1241,130.76,54.0,200.0,18.91,21921.43,167.65,1,0,0,0,0,DoS,1
192.168.1.172,10.0.0.5,28090,80,TCP,1.6972,4,91,95,584.82,316.06,853.58,134.38,32734.9,55.97,0,1,0,0,1,Normal,0
192.168.1.105,10.0.0.2,43572,443,TCP,1.8998,60,109,169,338.11,251.41,424.81,43.35,30076.79,88.96,0,1,0,0,1,Normal,0
192.168.1.86,10.0.0.25,59451,53,TCP,4.1573,67,15,82,587.43,432.21,742.66,77.61,11586.7,19.72,0,1,0,0,1,Normal,0
192.168.1.208,10.0.0.27,4018,53,TCP,5.325,64,50,114,345.27,258.92,431.61,43.17,7391.57,21.41,1,1,0,0,0,Normal,0
192.168.1.8,10.0.0.9,55631,443,TCP,83.128,22,11,33,204.04,50.0,400.0,15.8,81.0,0.4,1,1,0,0,0,Botnet,1
192.168.1.249,10.0.0.23,19814,80,TCP,1.0407,1049,0,1049,98.33,54.0,200.0,7.58,99117.09,1007.97,1,0,0,0,0,DoS,1
192.168.1.152,10.0.0.49,54018,53,TCP,4.7052,64,82,146,477.81,423.7,531.92,27.06,14826.09,31.03,0,0,0,1,0,Normal,0
192.168.1.50,10.0.0.43,47663,8080,TCP,2.6638,3,17,20,443.93,367.13,520.73,38.4,3333.02,7.51,1,0,0,0,1,Normal,0
192.168.1.33,10.0.0.14,43988,22,UDP,0.9401,29,113,142,660.46,406.51,914.41,126.98,99761.33,151.05,0,1,0,0,0,Normal,0
192.168.1.174,10.0.0.23,58671,22,TCP,0.1023,49,113,162,481.46,396.95,565.97,42.25,762690.23,1584.11,0,1,0,0,0,Normal,0
192.168.1.48,10.0.0.45,60569,443,ICMP,1.0759,53,37,90,471.66,317.79,625.53,76.94,39453.54,83.65,0,0,0,0,1,Normal,0
192.168.1.220,10.0.0.18,1521,443,ICMP,2.8102,37,66,103,584.06,427.94,740.17,78.06,21406.83,36.65,0,1,0,1,1,Normal,0
192.168.1.70,10.0.0.46,37397,8080,TCP,3.0271,63,98,161,468.77,401.22,536.32,33.77,24931.78,53.19,0,1,0,0,1,Normal,0
192.168.1.164,10.0.0.24,2797,80,TCP,0.1233,2344,7,2351,70.23,40.0,128.0,6.74,1338588.95,19061.35,1,0,0,0,0,DDoS,1
192.168.1.240,10.0.0.6,20699,80,TCP,0.1797,4004,6,4010,86.79,40.0,128.0,1.86,1937288.34,22320.49,1,0,1,0,0,DDoS,1
192.168.1.111,10.0.0.13,49005,443,TCP,0.2005,68,102,170,428.54,372.51,484.57,28.01,363319.48,847.81,1,1,0,0,1,Normal,0
192.168.1.190,10.0.0.12,24604,443,TCP,1.9846,63,117,180,630.25,346.08,914.42,142.08,57163.71,90.7,0,0,0,0,1,Normal,0
192.168.1.157,10.0.0.3,14904,443,UDP,0.0263,3825,3,3828,48.14,40.0,128.0,4.27,7006650.07,145542.7,1,0,0,0,0,DDoS,1
192.168.1.177,10.0.0.34,50504,80,TCP,0.1859,68,94,162,448.52,318.05,578.99,65.24,390787.39,871.28,0,1,0,0,0,Normal,0
192.168.1.87,10.0.0.27,17001,443,TCP,22.7243,7,22,29,167.73,50.0,400.0,9.65,214.05,1.28,1,1,0,0,1,Botnet,1
